log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
306,영업팀,user_sales_10,"분기 영업 전략 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,365,984,1349,20.91,2026-05-04 15:11:00
307,영업팀,user_sales_12,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o,275,464,739,50.85,2026-05-15 10:04:00
308,영업팀,user_sales_10,GitHub Actions와 PostgreSQL의 차이를 비교해줘,gpt-4.1-mini,188,375,563,9.98,2026-05-02 12:47:00
309,영업팀,user_sales_01,샘플 계약서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,887,616,1503,20.99,2026-05-18 12:18:00
310,영업팀,user_sales_02,"배송/결제 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,609,497,1106,15.66,2026-05-24 15:41:00
311,영업팀,user_sales_03,데모고객D에게 보낼 후속 안내 메일을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1,481,596,1077,85.5,2026-05-06 15:43:00
312,영업팀,user_sales_09,"매출 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,651,739,1390,20.23,2026-05-24 14:54:00
313,영업팀,user_sales_05,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,726,797,1523,22.1,2026-05-08 15:43:00
314,영업팀,user_sales_05,고객 미팅의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o,158,266,424,29.17,2026-05-12 10:17:00
315,영업팀,user_sales_06,RAG 용어의 의미와 예시를 간단히 정리해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,474,343,817,11.45,2026-05-05 12:24:00
316,영업팀,user_sales_04,영업 본부장에게 공유할 제안서 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o,383,724,1107,76.81,2026-05-07 12:03:00
317,영업팀,user_sales_08,매출 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,788,903,1691,24.63,2026-05-14 14:28:00
318,영업팀,user_sales_12,정책 문서의 핵심 내용을 5개 bullet로 요약해줘,gpt-4o-mini,916,598,1514,21.04,2026-05-18 10:52:00
319,영업팀,user_sales_01,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,728,939,1667,28.6,2026-05-08 13:05:00
320,영업팀,user_sales_01,견적 안내 관련 교육 자료 목차를 작성해줘,gpt-4o-mini,148,418,566,8.8,2026-05-19 15:30:00
321,영업팀,user_sales_02,계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,895,708,1603,22.63,2026-05-26 09:09:00
322,영업팀,user_sales_10,제안서 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,1112,438,1550,20.7,2026-05-16 09:23:00
323,영업팀,user_sales_08,샘플 계약서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,866,662,1528,25.1,2026-05-04 10:11:00
324,영업팀,user_sales_08,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,929,865,1794,29.96,2026-05-07 09:13:00
325,영업팀,user_sales_07,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,732,516,1248,17.45,2026-05-12 15:52:00
326,영업팀,user_sales_04,데모고객D에게 보낼 후속 안내 메일을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,437,502,939,13.68,2026-05-12 12:12:00
327,영업팀,user_sales_11,제안서 관련 교육 자료 목차를 작성해줘,gpt-4o-mini,200,446,646,9.89,2026-05-23 15:40:00
328,영업팀,user_sales_11,데모고객D에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,320,408,728,10.69,2026-05-23 15:00:00
329,영업팀,user_sales_10,Azure OpenAI를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,134,253,387,5.86,2026-05-14 11:40:00
330,영업팀,user_sales_01,"대형 고객 제안 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,487,811,1298,19.47,2026-05-24 11:29:00
331,영업팀,user_sales_07,분기 영업 캠페인 성과 데이터를 표로 요약하고 해석해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,560,765,1325,19.57,2026-05-04 16:50:00
332,영업팀,user_sales_09,샘플고객B 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,365,618,983,14.76,2026-05-01 17:32:00
333,영업팀,user_sales_05,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,1116,476,1592,21.39,2026-05-06 12:43:00
334,영업팀,user_sales_11,고객 미팅 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1,990,674,1664,125.68,2026-05-17 14:25:00
335,영업팀,user_sales_02,배송/결제 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,235,444,679,10.28,2026-05-18 13:45:00
336,영업팀,user_sales_08,매출 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,476,525,1001,14.53,2026-05-10 11:53:00
337,영업팀,user_sales_06,팀 내 공유용으로 제안서 관련 아이디어를 10개 제안해줘,gpt-4o-mini,166,277,443,6.65,2026-05-20 10:01:00
338,영업팀,user_sales_06,샘플고객B 고객의 서비스 해지 문의 문의에 대해 정중한 답변을 작성해줘,gpt-4o,271,493,764,52.87,2026-05-05 15:40:00
339,영업팀,user_sales_04,최근 4주 고객 제안 성과를 팀장 보고용 보고서 형식으로 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,474,979,1453,22.14,2026-05-19 17:32:00
340,영업팀,user_sales_08,고객 미팅 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,783,573,1356,19.02,2026-05-06 13:01:00
341,영업팀,user_sales_05,상반기 업무 내용을 경영진 보고용으로 간결하게 정리해줘,gpt-4o-mini,399,948,1347,20.71,2026-05-17 16:33:00
342,영업팀,user_sales_02,이번 달 리드 전환 성과를 팀장 보고용 보고서 형식으로 정리해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,433,1072,1505,23.21,2026-05-06 17:58:00
343,영업팀,user_sales_08,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,781,761,1542,22.16,2026-05-04 09:52:00
344,영업팀,user_sales_02,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o,372,439,811,54.26,2026-05-09 17:46:00
345,영업팀,user_sales_05,상반기 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,612,936,1548,23.07,2026-05-07 09:37:00
346,영업팀,user_sales_07,"리드 전환율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,530,987,1517,105.15,2026-05-12 09:03:00
347,영업팀,user_sales_11,데모 상품 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,499,387,886,12.49,2026-05-25 12:16:00
348,영업팀,user_sales_10,데모고객D에게 보낼 후속 안내 메일을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,417,475,892,12.98,2026-05-10 12:37:00
349,영업팀,user_sales_12,"리드 육성 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,372,595,967,14.46,2026-05-23 09:44:00
350,영업팀,user_sales_08,배송/결제 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,514,538,1052,15.21,2026-05-06 12:53:00
